student_id,gender,percentage_10,percentage_12,cgpa_sem,basic_aptitude,grade_ICP,grade_OOPS,grade_DSA,grade_DAA,grade_DBMS,grade_OS,grade_CN,grade_IWT,grade_CPMAD,grade_AJ,grade_AWT,communication_skill,aptitude_training_perf,coding_training_perf,national_test_score,amcat_score,num_hackathons,leetcode_solved,github_contrib_score,num_projects,project_depth,num_internships,internship_quality,research_papers,certification_count,attendance_percent,mock_interview_score,personality_score,placement_status
S0652,Male,74.93,55.15,7.03,5,B+,C,B-,C,A,D,A,B,A+,A+,A+,3,5,5,4,36,1,170,10,1,2,3,1,2,4,92,5,2,1
S0653,Male,80.99,70.39,9.31,5,A+,B,A,B+,D,B+,A,B,A+,B+,A+,3,5,5,5,93,1,67,3,1,1,3,0,0,4,62,4,4,1
S0654,Female,81.68,78.23,6.2,5,B,B+,B,A,B-,A+,B+,B,B+,C,B,4,4,1,1,47,0,132,5,5,4,0,3,1,1,97,4,1,0
S0655,Male,67.66,92.08,7.7,5,A,A,C,B,A,B,B+,A,A,A+,B-,3,3,5,0,92,1,82,1,2,4,1,2,2,5,78,5,2,1
S0656,Male,75.82,64.93,9.29,1,B,A,A+,B-,A,A+,B+,B,B,A,B,1,4,4,4,97,1,175,19,1,2,1,1,0,3,87,2,4,1
S0657,Male,79.57,53.01,5.92,5,A,A,B+,A-,A,B+,A+,A-,A,A,B+,5,4,2,2,79,1,111,4,1,2,0,0,2,6,69,1,4,0
S0658,Male,89.56,81.8,7.97,4,A,A-,B+,A-,B+,A,B,B+,A+,B,A,3,1,5,1,97,1,256,14,2,3,3,1,2,1,87,2,2,1
S0659,Female,82.05,55.43,6.54,4,B,D,A-,A-,B-,C,C,C,A,A,A+,4,3,2,5,45,1,257,7,5,3,1,1,0,7,98,2,4,0
S0660,Male,82.89,66.77,6.89,1,C,A+,B-,C,B,B+,B+,A-,A-,A,B+,2,5,2,3,43,0,190,16,3,3,2,0,2,4,84,2,4,1
S0661,Male,75.84,68.91,6.54,5,A-,A,A-,B,B-,B-,B,B,A+,B,B+,3,4,4,1,91,2,58,9,1,3,0,3,0,7,88,3,3,1
S0662,Female,89.1,71.16,6.62,3,B-,A,A+,A,A,A,C,A-,A,A+,A,4,2,1,0,36,1,261,8,0,3,1,0,1,6,50,3,4,1
S0663,Female,79.1,80.27,10.0,5,A,B,A+,A,B+,A-,B,A+,A,A,B+,3,3,2,1,85,0,103,1,2,1,1,3,1,2,93,2,2,0
S0664,Male,66.39,63.8,8.51,4,B-,A-,A+,A,A,C,B,B+,A,A-,B,5,2,4,0,43,0,229,10,3,4,0,3,0,8,99,4,2,1
S0665,Male,89.03,68.72,8.82,2,B,B+,A-,A,A,A,B,B+,B-,A-,B,5,5,5,3,71,2,211,1,0,1,3,1,2,8,62,4,2,1
S0666,Male,81.98,71.83,8.09,2,A,A,B,A,B,B+,A,A-,B-,A,A,1,3,3,3,99,0,175,15,0,4,0,3,1,1,76,5,3,1
S0667,Male,70.57,73.8,5.57,3,A,A-,A,B,A,A-,B+,A-,A,A,B+,5,1,1,1,91,1,47,3,4,0,2,3,0,2,52,1,2,0
S0668,Male,70.21,73.17,7.97,5,A,A,B,A,B,B,B-,B-,A,A-,A,4,3,3,4,72,2,119,16,3,0,3,0,0,9,69,3,4,1
S0669,Male,77.97,77.23,8.79,1,A-,B+,B,A-,B,A,A,A+,B,B,A,5,5,4,4,86,2,31,8,4,0,1,3,2,9,77,2,5,1
S0670,Male,79.63,82.13,6.48,5,A,A+,A,B,B-,A-,B-,A,B-,A-,B,4,1,2,4,60,0,252,11,2,4,3,0,2,0,55,3,3,1
S0671,Male,76.97,76.71,8.66,3,B,B,B,A,A,B,B,B-,C,B+,B,3,5,4,5,80,2,260,4,3,2,0,0,1,0,95,5,5,0
S0672,Female,78.11,77.44,8.35,3,D,B+,B,A+,B,A-,A-,C,A+,A,B,1,3,1,5,96,1,84,2,4,1,3,2,1,2,95,4,1,1
S0673,Male,92.0,53.01,9.72,3,A+,B,B+,A+,D,A+,B,A-,A-,A+,A,1,5,1,3,30,0,16,5,2,2,1,3,1,2,58,4,5,0
S0674,Male,85.72,72.6,7.0,2,B+,A-,A,A,B-,B,A-,B-,B,B-,C,5,3,5,0,73,0,23,6,1,4,1,0,2,4,94,1,4,1
S0675,Male,76.91,77.75,6.18,5,B+,A-,B,B-,B,B+,B-,A,B-,A,A,2,1,4,5,79,0,111,3,0,3,1,0,1,5,82,1,3,0
S0676,Female,84.41,80.75,7.07,5,C,A+,C,B,B,A+,B+,A,A+,A-,B-,5,3,1,5,89,1,81,13,2,2,1,1,0,3,53,5,2,1
S0677,Male,64.67,63.69,9.22,1,B+,B+,A-,A+,A-,B,C,B-,B,B-,A-,2,5,4,2,32,1,5,13,3,4,0,3,0,9,62,1,2,0
S0678,Male,78.98,64.09,5.31,3,B+,B+,A-,A-,B,C,B+,C,A,B,A,5,5,5,1,83,1,283,1,0,0,0,3,1,6,87,5,5,1
S0679,Female,93.09,65.11,5.02,3,B+,B+,B+,A,B,A,B,A,A+,B,A,4,5,5,5,31,0,105,14,0,3,2,1,2,2,50,3,5,1
S0680,Female,72.82,78.44,7.61,4,A,B,A+,B+,B,B+,D,A+,B+,B,A,4,2,4,5,58,1,147,11,2,0,0,0,1,3,95,2,5,0
S0681,Female,66.52,84.41,6.97,4,A+,B-,B+,B+,B,B,A,A+,A,A,B+,2,2,1,0,45,1,207,13,1,2,1,1,0,4,74,4,4,1
S0682,Male,68.48,67.11,7.51,2,A-,B,A,B+,A-,A+,B,A,B,C,C,1,2,2,2,88,1,146,9,2,2,2,2,1,7,50,2,2,0
S0683,Male,64.1,82.9,8.63,5,A+,A,A,A,A,A+,A,B,B,C,A,2,4,2,3,40,1,7,2,5,1,3,0,0,8,81,3,1,0
S0684,Female,67.15,73.48,6.84,1,B+,B,B+,A,B+,B+,B-,B+,B-,A,B,3,3,5,2,53,2,273,1,4,1,0,3,2,2,91,1,4,0
S0685,Female,71.29,70.51,5.25,1,A,A+,A+,B,A,B,B+,B+,A-,B-,B-,1,2,1,3,61,4,292,1,4,4,0,1,0,0,98,4,2,0
S0686,Male,60.94,69.46,9.95,3,B+,B,A-,B-,A-,A,C,B+,A+,A-,B,2,5,5,3,83,0,188,10,5,2,2,1,1,1,68,1,2,1
S0687,Male,75.16,80.96,6.3,1,A,A-,A,C,A+,B-,B-,B-,A,B,A-,3,5,5,5,85,3,172,11,4,0,0,0,2,1,66,2,2,1
S0688,Male,84.02,75.91,6.23,3,C,A,A+,A+,A-,B,A+,A+,B+,A,D,3,2,5,5,72,1,222,14,5,1,0,1,2,2,88,1,2,0
S0689,Female,65.92,99.31,8.82,5,B-,B-,B-,B,B-,A,A,B,B,B+,A,5,2,5,5,82,1,37,11,3,0,0,1,2,1,90,5,3,1
S0690,Male,90.19,61.77,7.04,1,A,B,C,B,B+,B+,B,C,A-,A,B+,2,5,4,0,30,0,1,10,2,4,1,3,1,0,61,2,2,1
S0691,Male,80.11,78.22,7.42,3,A,A-,A,C,A+,C,B+,A,B+,B+,B,4,2,4,4,90,0,223,19,0,0,2,1,0,5,69,1,5,1
S0692,Male,85.31,65.65,8.08,5,B,A+,B+,A,B+,A,A,B-,B+,A,A+,5,4,1,4,63,2,58,19,3,0,2,0,1,6,71,2,2,1
S0693,Male,68.42,61.57,8.8,5,A+,B+,A,B,A,B+,A,B,A,B+,B,1,4,1,0,90,1,74,13,4,3,1,0,0,0,94,1,1,0
S0694,Male,83.55,71.87,7.1,3,A-,C,B+,A+,B+,B,B+,A+,B,B,A,4,4,3,1,90,2,132,4,3,4,2,1,2,8,80,1,3,1
S0695,Male,64.08,73.65,9.32,3,A,B+,A-,B,A-,A,A+,A,A-,B-,A,3,1,2,3,37,0,220,18,0,1,3,1,0,6,83,2,1,1
S0696,Female,83.9,100.0,4.94,2,C,C,A,A-,C,A+,B-,B,B-,A,A,1,4,4,1,83,0,211,16,3,3,0,3,2,3,72,3,1,0
S0697,Male,76.72,69.79,8.41,5,B-,A,B,B,A+,A+,B-,B+,B,B-,C,5,5,1,3,82,1,147,14,1,2,1,1,2,2,93,2,1,0
S0698,Male,80.53,58.44,6.49,3,B+,B+,A,B-,B,A,B,B+,A,A-,B-,3,1,5,5,49,0,81,19,4,2,3,0,2,5,68,4,4,0
S0699,Male,63.24,75.28,9.15,5,B+,B,A+,A-,B-,A+,A+,A,B+,B-,A,3,5,4,3,75,2,184,16,2,1,1,1,2,2,98,4,2,1
S0700,Male,66.05,47.1,7.67,1,C,B+,B,B+,C,B-,A+,B,B,B+,A,3,5,2,5,60,1,67,11,5,4,1,1,1,3,51,3,2,1
S0701,Male,80.97,70.9,6.69,4,C,A+,B,A,A,D,B+,A,A+,B-,A-,4,2,4,4,55,2,274,7,4,2,2,1,0,8,51,1,1,1
S0702,Male,65.52,72.19,8.3,4,C,B+,B+,A-,B+,A+,D,A-,B,B,B+,5,3,2,4,92,1,248,14,4,2,3,2,1,4,87,2,2,1
S0703,Male,79.63,81.54,8.57,3,A,B,B+,A-,A+,A-,A,A-,A,B+,B-,5,4,3,3,49,1,252,1,2,2,3,2,2,9,88,1,4,1
S0704,Male,61.33,83.68,8.27,3,A,B,B+,A,B+,A+,A,B,B+,A,C,4,3,1,5,51,0,86,16,2,4,1,1,0,4,86,1,2,1
S0705,Male,83.48,65.96,6.26,5,B,B,A-,B-,A,A,A,A+,C,C,B,5,3,2,4,86,0,282,9,0,2,1,1,0,8,61,4,2,0
S0706,Female,62.67,70.19,6.92,3,B+,B,A-,A,B-,A,B,A,B+,B-,B+,3,2,3,4,86,0,115,17,0,1,3,2,0,1,77,2,1,1
S0707,Male,80.52,62.81,7.5,5,A+,B,B+,B,A,A-,B,A,A-,A-,A,3,3,4,5,55,1,169,11,1,1,1,3,1,6,60,5,3,1
S0708,Female,81.26,58.46,7.45,3,A+,A,B+,B-,B+,C,A,A,A+,A,A+,3,4,1,2,46,1,251,0,3,1,2,1,0,6,91,4,3,1
S0709,Male,68.03,75.72,8.4,5,B-,A-,B,C,B+,A-,B+,A,A,B,B+,5,1,2,2,56,0,195,3,3,3,2,1,0,5,98,1,2,1
S0710,Female,80.82,56.72,5.08,3,B-,B,B,B,C,B+,B,B,B+,D,B+,2,5,2,5,96,1,35,4,3,1,2,3,0,3,78,1,1,0
S0711,Female,77.6,67.02,7.9,2,A-,C,A-,A,B,A,B+,B,B+,A,B-,1,4,1,3,85,0,229,2,5,0,1,0,0,6,70,5,3,1
S0712,Male,69.61,60.06,7.15,5,B-,A+,A-,B-,A,A+,B,B,A-,C,A,2,2,4,4,53,3,132,0,4,2,0,2,2,2,78,1,3,1
S0713,Male,64.91,78.6,6.49,2,B+,B+,A-,A,A,B-,B-,B+,C,A,A+,4,1,4,2,54,0,282,6,4,1,3,2,0,8,78,3,5,1
S0714,Male,55.37,93.62,6.61,2,B-,A,B+,C,A,A+,B,A+,A,C,A-,2,2,5,1,39,1,164,19,2,4,2,3,2,0,89,5,3,1
S0715,Male,78.5,56.38,7.24,2,A-,A,B+,B,B,C,B,C,B+,B,C,2,4,4,3,65,1,26,11,5,4,0,2,0,5,91,1,4,1
S0716,Female,59.35,49.76,4.0,2,A,B+,B-,B,B,A,B-,A,B+,A,B,4,5,1,3,74,0,94,5,1,4,0,0,0,0,61,4,5,1
S0717,Female,75.95,70.5,6.66,1,A-,B,B,A+,B,B,C,B,B+,A,A+,2,3,3,1,46,0,174,19,1,3,2,0,1,5,51,4,1,1
S0718,Female,72.37,72.19,6.45,4,B+,A+,B-,B+,A+,D,A-,C,B+,B,B-,1,3,1,3,87,3,75,16,3,4,2,2,1,4,89,3,5,0
S0719,Male,81.79,74.62,8.14,1,B+,B,B,B-,B,A,A,B,A,B+,B+,5,2,2,4,52,1,127,10,2,3,0,0,1,4,87,5,3,0
S0720,Female,71.98,66.64,6.53,3,A,B-,C,B-,B,A-,B-,A,C,C,A-,4,1,5,2,37,2,245,7,3,2,2,0,0,9,82,5,5,1
S0721,Female,71.71,69.59,7.24,3,D,C,B,A+,C,B,A,A,B+,B,A,2,5,5,0,79,0,277,10,4,0,0,0,2,5,94,1,1,1
S0722,Male,82.32,76.41,9.35,4,A,A,C,C,B+,A+,C,A+,B+,B+,B+,3,2,3,2,45,1,182,12,2,4,0,1,1,7,95,1,2,1
S0723,Male,78.35,84.49,8.69,4,A,B+,A,A+,A,B,A+,B,B,C,B+,3,5,2,5,72,2,51,8,5,4,1,3,1,8,59,2,4,1
S0724,Female,78.16,48.54,8.58,4,B+,A-,A+,B,A-,A+,C,B,A+,B+,B,4,2,4,1,75,1,101,18,3,3,0,2,0,2,90,3,2,1
S0725,Male,79.69,67.57,6.9,2,B+,A,B+,B,A,A,B+,B,B,B-,B+,3,1,4,0,78,0,255,19,1,3,1,1,1,4,60,5,1,1
S0726,Female,59.64,74.57,8.15,1,A-,B+,D,A,B,A,B,A+,B+,B-,A,1,4,4,5,44,0,76,4,0,0,1,2,0,5,65,1,2,1
S0727,Male,82.57,60.98,7.22,3,B,B,A-,A+,B,C,A-,B-,B,C,A,2,3,1,5,78,2,261,9,5,1,2,3,2,0,57,5,4,1
S0728,Female,81.12,92.77,7.26,1,B+,A+,A,B,A,A,D,B,B,A+,B-,1,5,4,4,50,1,1,12,4,3,3,0,0,0,96,3,1,1
S0729,Male,64.83,64.38,7.99,1,B,C,B+,A-,A,A+,A,A,B-,B+,B,1,5,2,4,35,0,202,4,3,0,2,2,2,0,95,4,2,1
S0730,Male,72.56,71.5,6.78,1,B,B-,B,A,A+,B+,A,A,A-,B+,A-,5,1,5,2,84,1,157,2,2,2,3,2,2,1,53,3,4,1
S0731,Male,74.61,78.67,9.29,4,A+,B,A,B,C,A,A+,B,B-,B+,A,2,5,1,3,44,1,127,16,2,4,0,1,0,3,93,5,5,0
S0732,Female,73.66,64.9,7.31,4,B+,B,B,B-,A,A-,C,B+,A,B+,A+,4,4,4,5,40,0,131,9,3,4,2,1,0,5,77,1,2,1
S0733,Female,78.34,49.84,8.24,3,B-,A-,C,B+,A,A,B+,A,B,B-,A,3,4,2,3,68,1,41,16,5,0,2,0,2,2,66,5,5,1
S0734,Male,89.31,66.86,9.25,3,A+,B,B-,A,A,B,B,A+,A,A,A+,5,1,3,1,80,1,169,5,1,0,2,3,1,8,67,2,3,1
S0735,Male,85.82,84.35,8.74,3,A-,A-,A,A+,A-,B,B,B,A+,B+,B+,1,2,2,3,66,1,258,13,3,4,2,0,0,2,54,3,5,1
S0736,Female,61.88,67.96,5.81,1,C,B-,A,B,B,A-,B-,A,A+,A,B-,3,2,5,4,78,0,209,8,4,3,0,1,0,3,57,2,5,0
S0737,Male,81.22,61.84,8.03,4,A-,A,A-,B+,B-,A,B,A,A,A,A,2,5,2,0,86,1,36,4,2,1,3,2,0,3,54,5,3,0
S0738,Female,88.29,83.11,8.52,2,B+,A,A-,B,A,B+,B+,B-,A+,B,B-,1,5,2,5,94,1,21,19,4,2,3,2,2,4,84,5,1,1
S0739,Male,78.87,68.03,8.57,1,D,B+,A,B-,B,B,B,B,B,A,B,1,1,1,2,46,1,160,7,5,1,1,3,1,4,72,2,3,1
S0740,Male,85.91,65.88,6.16,5,A,A,B,A-,A-,A,B,B,A,A,A,2,4,5,2,92,1,229,15,5,1,1,0,0,1,71,1,5,0
S0741,Male,95.12,73.79,6.71,1,A+,A-,A-,A,D,A+,A,B+,B,B+,B,4,1,4,2,43,2,34,6,0,1,1,0,0,5,97,1,1,1
S0742,Male,85.24,81.25,8.69,4,B-,B+,B-,C,A,A,A,B+,A+,A+,A,5,2,5,3,67,2,284,1,1,4,2,0,1,8,51,3,2,1
S0743,Female,77.49,100.0,6.59,5,B-,B-,C,B+,A+,B,A+,B,A,A,B,2,4,3,0,54,0,13,8,3,1,3,2,2,4,85,2,4,1
S0744,Male,85.45,81.93,7.14,1,B+,B+,A+,B,B+,D,A-,C,A-,B-,A,3,5,5,3,66,0,47,9,3,3,2,3,0,0,52,3,1,1
S0745,Male,76.45,85.92,9.39,4,B+,A-,D,C,A,A+,B+,A,A-,B-,A-,3,2,1,3,85,0,299,18,1,3,3,2,0,8,77,3,5,1
S0746,Female,75.24,65.93,7.44,4,B-,A,B,C,A+,A,B,A,A,A,B+,1,3,4,5,36,1,241,3,2,3,0,3,2,6,93,4,2,1
S0747,Male,71.49,59.69,6.63,2,B,A-,B+,B+,B,A+,C,A+,D,A,A+,5,2,5,4,40,0,71,12,3,0,3,3,0,6,72,3,1,0
S0748,Male,90.63,72.75,6.45,1,A,B+,A-,A,B,A,A,B,A,C,A,4,4,4,5,64,1,258,1,1,2,1,0,2,5,58,3,4,1
S0749,Female,66.82,73.29,7.9,4,A+,B,B+,D,B+,A-,B,B+,B,A+,A,4,4,1,4,65,0,198,18,3,3,0,2,1,0,68,4,5,0
S0750,Female,90.32,59.06,5.9,3,B+,A,A,B,B,C,B+,A,A,B+,B+,3,1,2,5,99,0,97,5,2,1,3,2,1,6,72,3,3,1
S0751,Male,80.0,69.9,7.2,4,B-,A,B,A-,B+,A+,A,A-,B-,B+,B-,4,4,3,5,81,0,125,15,1,0,1,3,2,3,62,3,4,0
S0752,Female,61.01,76.79,7.9,2,B-,A-,A+,B+,B,B,B,A,A-,B,A,3,3,5,3,98,1,159,14,2,4,0,2,2,4,95,3,4,1
S0753,Female,78.68,76.32,9.06,4,C,A-,B,A-,B+,A-,C,A,C,C,A,5,3,4,5,71,2,264,13,3,3,0,3,2,6,58,2,4,1
S0754,Male,54.0,78.05,8.3,1,B-,A-,A,B-,B,B-,A,C,A,A-,B+,1,4,5,1,44,2,246,12,1,1,0,2,1,2,54,4,4,1
S0755,Male,81.26,75.49,6.64,1,B+,B,A+,B+,A,B+,B+,B,A+,A-,A,3,5,1,1,50,0,184,16,0,1,1,2,1,1,89,1,2,1
S0756,Female,83.85,65.92,8.91,5,A-,A,B+,B-,A,A+,A+,A+,B+,B,B,5,4,2,1,30,1,57,17,3,4,2,3,0,0,79,3,1,0
S0757,Female,69.08,65.83,7.14,1,B,B+,B+,B-,A-,C,A,A,B+,C,A,3,5,1,5,97,1,183,19,1,0,1,2,2,7,72,2,4,1
S0758,Male,76.24,57.61,6.02,5,B,B,A-,B-,A-,A+,B,A+,A,B-,B,2,4,4,3,40,2,270,0,0,1,3,0,2,7,82,2,4,0
S0759,Female,94.54,93.42,7.29,3,B+,A,A+,B,B,B+,B-,B,A,B,B+,3,2,5,0,39,0,118,3,1,2,2,0,0,6,70,2,5,1
S0760,Female,69.94,72.16,9.23,2,A+,B,B-,B-,A-,B-,B,B+,B,B-,A+,5,4,4,1,74,3,222,15,4,3,0,1,0,9,97,4,3,1
S0761,Male,64.41,69.3,7.7,3,C,B+,B,A-,A,A+,B+,D,A+,A+,B,4,2,1,4,85,1,143,17,4,0,1,3,1,8,62,4,5,1
S0762,Male,89.82,60.85,7.52,5,B+,A-,A,A,A,B+,C,B,B+,A-,B+,3,5,5,2,48,1,238,9,1,3,2,0,0,9,91,5,1,1
S0763,Male,94.63,100.0,9.46,4,A-,B-,B+,B-,A,B-,A,B+,B+,A+,A,1,4,4,2,71,1,45,19,1,3,1,1,0,0,90,3,2,1
S0764,Female,75.04,59.12,5.78,4,B,A,B+,B+,B,D,B,B-,B,A,A+,5,5,5,3,70,2,228,7,4,4,1,3,2,2,97,1,3,1
S0765,Male,85.11,66.85,5.96,3,B,B-,A+,A,B+,B,B+,B,A+,B,A,4,3,3,2,49,1,290,5,3,2,3,2,0,4,90,1,5,1
S0766,Male,88.41,76.99,5.56,4,A,B+,B,A,B,A,B-,A,B+,B-,A-,5,1,1,3,56,0,65,16,4,2,1,3,2,1,61,5,5,1
S0767,Female,67.58,79.2,7.95,5,B-,B,B-,A,A-,B,B,B+,A+,B,A,3,5,1,2,41,0,289,4,4,4,0,2,2,6,71,1,2,1
S0768,Female,70.15,83.5,7.7,2,A,B-,B,B,B-,B,C,B+,A,B,B+,2,2,3,0,93,2,226,3,5,3,2,3,2,5,53,3,2,1
S0769,Male,87.31,93.69,9.35,1,A,B-,A,B,D,B,A,B+,B+,A,B,2,1,2,0,67,0,286,3,4,2,0,2,0,9,58,1,3,1
S0770,Female,91.85,78.07,7.79,5,A-,B,B-,A,B,B-,B,A,C,B,B-,1,4,4,0,95,1,11,18,2,3,3,3,0,1,80,3,4,0
S0771,Male,80.63,59.33,7.02,5,B,B,A,B-,B-,A+,B,A,A,B+,B,1,2,2,0,87,1,174,8,3,0,3,3,2,7,99,4,2,1
S0772,Female,66.2,68.92,7.5,1,C,A-,C,A,B+,A,B,A,A,B,B,4,1,5,1,40,2,220,12,2,4,3,0,1,2,97,4,5,1
S0773,Male,94.87,75.69,7.64,1,B-,B+,A+,B,C,B,B+,A+,B,A,B,2,1,4,4,59,1,64,6,3,4,3,2,1,3,51,3,5,1
S0774,Male,69.69,96.82,5.49,2,C,A+,B+,B+,B-,C,A+,C,A-,B+,D,3,5,4,0,93,1,128,17,2,2,2,3,2,4,95,3,4,1
S0775,Female,71.65,55.23,10.0,2,A,A+,B+,B,D,B+,A,B,B,A-,A,5,4,4,5,77,1,249,17,5,0,3,0,1,5,85,4,4,1
S0776,Male,78.42,86.43,8.12,2,A+,B-,A,A-,B,C,A,B,D,B+,A,5,4,3,1,69,0,194,16,2,3,0,0,0,8,60,3,2,1
S0777,Male,90.54,74.16,7.75,4,B+,A+,B,A,B,C,B-,B+,D,A,A,2,4,1,3,97,0,269,7,1,2,1,0,2,8,78,5,4,1
S0778,Female,83.54,82.05,8.24,5,A,A,B,B-,B+,C,B-,B,A-,A-,B+,2,5,3,2,50,1,181,10,4,3,0,2,0,8,85,4,5,1
S0779,Female,79.15,70.78,8.35,1,B-,B,A+,A+,A,C,A,D,B+,A-,A+,5,5,3,2,34,1,99,5,5,0,1,0,1,7,83,1,2,1
S0780,Female,79.63,61.89,7.33,5,B,A+,B,C,A-,B-,C,A-,C,B,A,4,4,3,1,65,1,240,7,5,1,2,1,1,4,96,4,3,1
S0781,Female,75.44,81.01,6.74,5,C,A,B+,B,B-,B-,A,B,A+,B,B+,5,1,2,5,36,0,115,7,1,2,2,1,0,4,99,1,1,0
S0782,Male,80.58,79.85,8.22,2,A,B+,A,A-,A+,B,A-,A-,B+,C,C,1,4,3,5,89,0,163,18,1,2,3,3,1,3,58,1,2,1
S0783,Male,49.7,83.66,7.96,2,B+,B+,D,B,B+,A+,A,B-,A-,B,C,3,5,1,2,85,2,238,14,1,4,1,2,1,6,61,5,3,0
S0784,Male,72.03,71.84,6.53,5,B+,B,B-,A,A-,A,B-,B-,A,A,B,2,4,4,5,60,0,10,18,0,1,1,1,0,3,70,4,5,1
S0785,Male,77.41,64.8,9.2,2,A,B+,A,B+,A-,A,B,C,D,B,A-,2,5,2,0,54,2,166,5,5,2,3,0,0,4,54,4,2,0
S0786,Female,63.49,53.29,7.85,4,B+,B+,B+,D,B-,A+,A-,A+,B,B+,B-,4,4,3,2,85,3,9,3,3,3,0,1,0,8,56,5,2,1
S0787,Male,78.86,81.83,8.38,1,A-,B,A,A,B-,A,B,A,A-,A,B-,1,1,3,0,63,1,50,6,1,0,0,2,0,6,93,4,2,1
S0788,Male,72.96,77.09,9.17,5,A-,B+,B,B,B+,C,A,A,B-,B,C,5,1,4,0,73,1,287,1,1,1,0,1,1,8,86,1,4,1
S0789,Male,92.55,60.41,7.53,1,A-,B,C,A-,A,B,A-,B+,B+,A,B,1,5,4,2,36,0,46,1,0,4,2,1,0,7,52,3,4,1
S0790,Female,90.73,65.54,7.88,4,A+,B-,A-,B,B+,A,A-,B+,B-,A,A,1,5,2,1,80,0,12,13,0,4,1,1,2,2,64,5,5,0
S0791,Male,70.34,66.4,8.47,2,B+,A-,B-,A,A-,B,A,A,A,B,A+,4,2,1,3,54,0,120,8,4,3,2,0,1,2,68,5,3,1
S0792,Male,73.49,54.2,6.63,3,A,A-,B+,B+,A-,B+,B-,B,A,B,C,4,3,2,1,57,1,297,6,1,0,1,0,1,1,98,3,2,0
S0793,Male,74.26,62.19,7.56,4,A+,A+,A-,D,A,A,B,A,A,B,A+,5,2,4,4,71,1,284,4,3,4,1,1,0,2,52,1,1,1
S0794,Female,70.48,58.39,7.65,3,A,B,C,A,B+,B-,A,B-,B+,A,A,5,5,1,4,56,3,244,11,1,4,3,0,1,9,69,3,1,1
S0795,Male,76.95,67.05,6.35,1,A,A+,B+,B,A,A,A,A,A,B-,B+,3,5,3,0,66,2,46,17,4,0,2,1,0,2,64,4,1,1
S0796,Female,67.42,63.14,10.0,5,A-,B+,B+,B+,B,B,A+,A-,A,B,A+,1,4,3,0,84,1,218,18,5,1,0,1,1,2,87,3,4,1
S0797,Female,63.69,52.48,5.81,2,A,B-,B,B+,A,A,A,B,D,B-,C,5,2,5,1,67,0,285,15,1,2,0,1,0,5,60,5,5,1
S0798,Male,81.23,96.27,5.94,4,B+,B+,A,B,A-,B+,B+,B,C,B,A,4,3,4,1,85,0,122,11,0,2,2,3,1,8,63,2,2,1
S0799,Female,81.3,87.03,9.08,2,B,A,A,B+,A+,B-,A,A+,B,B+,A+,3,2,5,0,63,0,13,5,0,0,3,3,2,6,53,4,5,1
S0800,Female,66.96,62.65,8.36,3,B,B,C,A+,D,A,B,B-,B-,A,D,3,1,2,5,58,0,252,0,4,0,1,3,0,6,84,3,4,1
S0801,Female,83.95,75.27,6.27,3,B-,A,B,C,B+,C,A-,B+,C,B,A,4,1,2,3,77,1,78,11,4,0,2,2,0,6,57,3,2,1
S0802,Male,68.68,77.01,8.23,5,B+,B,B-,B-,A+,A+,A,B-,B,B,B-,5,2,1,3,75,2,237,10,0,3,0,2,2,0,70,1,2,1
S0803,Male,77.53,86.29,9.26,3,B+,B,A,A,B+,B+,C,B-,B+,A,B+,4,2,4,4,66,0,109,10,0,3,3,3,0,3,84,4,5,0
S0804,Female,83.2,62.18,7.46,5,B-,A,B+,A-,B-,C,A,B+,B-,B,B,5,5,1,5,32,0,63,8,1,0,1,0,1,8,53,1,1,0
S0805,Male,74.66,85.11,10.0,4,A-,C,C,B,B,C,A-,C,B+,B+,A,4,4,1,3,79,3,43,1,4,3,3,2,1,3,85,5,1,1
S0806,Female,79.55,65.43,5.43,5,B,A,A,D,B,A,A-,B-,A,B+,B+,4,1,2,2,50,2,269,7,5,2,2,3,1,6,63,5,3,1
S0807,Female,69.84,55.97,8.33,3,A-,D,A,C,A,A,A,C,A-,A-,A,2,3,2,0,77,0,90,0,1,0,0,3,2,1,93,1,3,0
S0808,Female,73.04,80.69,8.9,1,A-,A+,B+,B-,B,B,A,B-,A-,A,C,5,4,4,1,87,0,238,0,0,2,1,3,2,5,52,4,5,1
S0809,Male,72.94,87.49,8.57,5,B,A,A-,A,B,A+,A,B-,C,A,A+,1,2,2,0,60,3,299,11,3,2,3,0,1,4,69,1,2,0
S0810,Male,67.53,100.0,7.25,2,A,A,A,C,B+,B+,B-,B+,B,B,A,2,1,4,2,36,1,257,3,4,3,2,1,2,9,57,1,4,1
S0811,Female,73.23,57.6,7.15,1,A,A+,B-,B-,B-,B,B,A,B-,A,B-,2,2,5,3,86,0,242,0,1,4,2,2,0,1,63,4,4,0
S0812,Female,59.51,80.39,8.03,5,A,B,D,A-,A,B+,B,C,B,A+,B+,2,1,3,0,65,1,78,11,4,4,0,1,2,2,50,5,3,1
S0813,Male,70.09,67.08,8.48,2,A-,B,B+,A-,A,A,B+,B,A,D,B,2,3,5,2,53,2,237,13,3,1,2,0,0,2,69,2,3,1
S0814,Female,72.15,81.4,8.22,1,A,B,B,B+,B-,B+,B+,A,B,A,B,1,4,2,5,53,0,264,0,5,1,3,1,1,2,63,1,4,1
